Date,Year,Month_name,Month_number,Units,Body_type,Petrol,Diesel,Hybrid_electric_petrol,Hybrid_electric_diesel,Plug_in_hybrid_electric_petrol,Plug_in_hybrid_electric_diesel,Battery_electric,Range_extended_electric,Fuel_cell_electric,Gas,Other_fuel_types,Total,Plug_in,Zero_emission
January 2018,2018,January,1,Thousands,Motorcycles,6.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,6.00,.00,.00
February 2018,2018,February,2,Thousands,Motorcycles,4.80,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,4.80,.00,.00
March 2018,2018,March,3,Thousands,Motorcycles,15.90,.00,.00,.00,.00,.00,.10,.00,.00,.00,.00,16.00,.10,.10
April 2018,2018,April,4,Thousands,Motorcycles,10.10,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,10.20,.00,.00
May 2018,2018,May,5,Thousands,Motorcycles,11.80,.00,.00,.00,.00,.00,.10,.00,.00,.00,.00,11.90,.10,.10
June 2018,2018,June,6,Thousands,Motorcycles,14.10,.00,.00,.00,.00,.00,.10,.00,.00,.00,.00,14.20,.10,.10
July 2018,2018,July,7,Thousands,Motorcycles,10.60,.00,.00,.00,.00,.00,.10,.00,.00,.00,.00,10.60,.10,.10
August 2018,2018,August,8,Thousands,Motorcycles,8.60,.00,.00,.00,.00,.00,.10,.00,.00,.00,.00,8.70,.10,.10
September 2018,2018,September,9,Thousands,Motorcycles,13.50,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,13.60,.00,.00
October 2018,2018,October,10,Thousands,Motorcycles,8.20,.00,.00,.00,.00,.00,.10,.00,.00,.00,.00,8.30,.10,.10
November 2018,2018,November,11,Thousands,Motorcycles,7.20,.00,.00,.00,.00,.00,.10,.00,.00,.00,.00,7.30,.10,.10
December 2018,2018,December,12,Thousands,Motorcycles,6.00,.00,.00,.00,.00,.00,.10,.00,.00,.00,.00,6.10,.10,.10
January 2019,2019,January,1,Thousands,Motorcycles,7.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,7.00,.00,.00
February 2019,2019,February,2,Thousands,Motorcycles,5.50,.00,.00,.00,.00,.00,.10,.00,.00,.00,.00,5.50,.10,.10
March 2019,2019,March,3,Thousands,Motorcycles,17.70,.00,.00,.00,.00,.00,.20,.00,.00,.00,.00,17.90,.20,.20
April 2019,2019,April,4,Thousands,Motorcycles,10.70,.00,.00,.00,.00,.00,.20,.00,.00,.00,.00,11.00,.20,.20
May 2019,2019,May,5,Thousands,Motorcycles,12.00,.00,.00,.00,.00,.00,.10,.00,.00,.00,.00,12.10,.10,.10
June 2019,2019,June,6,Thousands,Motorcycles,12.80,.00,.00,.00,.00,.00,.20,.00,.00,.00,.00,13.00,.20,.20
July 2019,2019,July,7,Thousands,Motorcycles,11.00,.00,.00,.00,.00,.00,.20,.00,.00,.00,.00,11.20,.20,.20
August 2019,2019,August,8,Thousands,Motorcycles,7.90,.00,.00,.00,.00,.00,.10,.00,.00,.00,.00,8.00,.10,.10
September 2019,2019,September,9,Thousands,Motorcycles,13.70,.00,.00,.00,.00,.00,.20,.00,.00,.00,.00,13.90,.20,.20
October 2019,2019,October,10,Thousands,Motorcycles,7.90,.00,.00,.00,.00,.00,.20,.00,.00,.00,.00,8.10,.20,.20
November 2019,2019,November,11,Thousands,Motorcycles,6.90,.00,.00,.00,.00,.00,.20,.00,.00,.00,.00,7.10,.20,.20
December 2019,2019,December,12,Thousands,Motorcycles,5.70,.00,.00,.00,.00,.00,.10,.00,.00,.00,.00,5.80,.10,.10
January 2020,2020,January,1,Thousands,Motorcycles,7.00,.00,.00,.00,.00,.00,.10,.00,.00,.00,.00,7.10,.10,.10
February 2020,2020,February,2,Thousands,Motorcycles,5.60,.00,.00,.00,.00,.00,.10,.00,.00,.00,.00,5.70,.10,.10
March 2020,2020,March,3,Thousands,Motorcycles,13.60,.00,.00,.00,.00,.00,.20,.00,.00,.00,.00,13.80,.20,.20
April 2020,2020,April,4,Thousands,Motorcycles,1.70,.00,.00,.00,.00,.00,.10,.00,.00,.00,.00,1.70,.10,.10
May 2020,2020,May,5,Thousands,Motorcycles,5.40,.00,.00,.00,.00,.00,.10,.00,.00,.00,.00,5.50,.10,.10
June 2020,2020,June,6,Thousands,Motorcycles,13.40,.00,.00,.00,.00,.00,.20,.00,.00,.00,.00,13.70,.20,.20
July 2020,2020,July,7,Thousands,Motorcycles,14.80,.00,.00,.00,.00,.00,.30,.00,.00,.00,.00,15.10,.30,.30
August 2020,2020,August,8,Thousands,Motorcycles,10.40,.00,.00,.00,.00,.00,.20,.00,.00,.00,.00,10.60,.20,.20
September 2020,2020,September,9,Thousands,Motorcycles,15.50,.00,.00,.00,.00,.00,.30,.00,.00,.00,.00,15.80,.30,.30
October 2020,2020,October,10,Thousands,Motorcycles,9.50,.00,.00,.00,.00,.00,.30,.00,.00,.00,.00,9.90,.30,.30
November 2020,2020,November,11,Thousands,Motorcycles,7.00,.00,.00,.00,.00,.00,.20,.00,.00,.00,.00,7.20,.20,.20
December 2020,2020,December,12,Thousands,Motorcycles,8.70,.00,.00,.00,.00,.00,.30,.00,.00,.00,.00,9.10,.30,.30
January 2021,2021,January,1,Thousands,Motorcycles,4.60,.00,.00,.00,.00,.00,.30,.00,.00,.00,.00,4.80,.30,.30
February 2021,2021,February,2,Thousands,Motorcycles,4.20,.00,.00,.00,.00,.00,.20,.00,.00,.00,.00,4.50,.20,.20
March 2021,2021,March,3,Thousands,Motorcycles,12.90,.00,.00,.00,.00,.00,.50,.00,.00,.00,.00,13.40,.50,.50
April 2021,2021,April,4,Thousands,Motorcycles,11.30,.00,.00,.00,.00,.00,.40,.00,.00,.00,.00,11.80,.40,.40
May 2021,2021,May,5,Thousands,Motorcycles,13.70,.00,.00,.00,.00,.00,.50,.00,.00,.00,.00,14.20,.50,.50
June 2021,2021,June,6,Thousands,Motorcycles,14.90,.00,.00,.00,.00,.00,.60,.00,.00,.00,.00,15.50,.60,.60
July 2021,2021,July,7,Thousands,Motorcycles,12.60,.00,.00,.00,.00,.00,.70,.00,.00,.00,.00,13.30,.70,.70
August 2021,2021,August,8,Thousands,Motorcycles,9.10,.00,.00,.00,.00,.00,.50,.00,.00,.00,.00,9.60,.50,.50
September 2021,2021,September,9,Thousands,Motorcycles,13.90,.00,.00,.00,.00,.00,.60,.00,.00,.00,.00,14.50,.60,.60
October 2021,2021,October,10,Thousands,Motorcycles,9.00,.00,.00,.00,.00,.00,.60,.00,.00,.00,.00,9.60,.60,.60
November 2021,2021,November,11,Thousands,Motorcycles,8.00,.00,.00,.00,.00,.00,.50,.00,.00,.00,.00,8.50,.50,.50
December 2021,2021,December,12,Thousands,Motorcycles,6.40,.00,.00,.00,.00,.00,.40,.00,.00,.00,.00,6.80,.40,.40
January 2022,2022,January,1,Thousands,Motorcycles,6.50,.00,.00,.00,.00,.00,.50,.00,.00,.00,.00,6.90,.50,.50
February 2022,2022,February,2,Thousands,Motorcycles,5.60,.00,.00,.00,.00,.00,.40,.00,.00,.00,.00,6.10,.40,.40
March 2022,2022,March,3,Thousands,Motorcycles,16.60,.00,.00,.00,.00,.00,.90,.00,.00,.00,.00,17.50,.90,.90
April 2022,2022,April,4,Thousands,Motorcycles,11.60,.00,.00,.00,.00,.00,.60,.00,.00,.00,.00,12.10,.60,.60
May 2022,2022,May,5,Thousands,Motorcycles,12.20,.00,.00,.00,.00,.00,.60,.00,.00,.00,.00,12.80,.60,.60
June 2022,2022,June,6,Thousands,Motorcycles,12.80,.00,.00,.00,.00,.00,.50,.00,.00,.00,.00,13.40,.50,.50
July 2022,2022,July,7,Thousands,Motorcycles,11.40,.00,.00,.00,.00,.00,.60,.00,.00,.00,.00,12.00,.60,.60
August 2022,2022,August,8,Thousands,Motorcycles,9.00,.00,.00,.00,.00,.00,.60,.00,.00,.00,.00,9.60,.60,.60
September 2022,2022,September,9,Thousands,Motorcycles,12.30,.00,.00,.00,.00,.00,.50,.00,.00,.00,.00,12.90,.50,.50
July 2014,2014,July,7,Thousands,Other vehicles,.10,.30,.00,.00,.00,.00,.00,.00,.00,.00,.00,.40,.00,.00
August 2014,2014,August,8,Thousands,Other vehicles,.10,.20,.00,.00,.00,.00,.00,.00,.00,.00,.00,.30,.00,.00
September 2014,2014,September,9,Thousands,Other vehicles,.10,.50,.00,.00,.00,.00,.00,.00,.00,.00,.00,.70,.00,.00
October 2014,2014,October,10,Thousands,Other vehicles,.10,.40,.00,.00,.00,.00,.00,.00,.00,.00,.00,.60,.00,.00
November 2014,2014,November,11,Thousands,Other vehicles,.10,.30,.00,.00,.00,.00,.00,.00,.00,.00,.00,.40,.00,.00
December 2014,2014,December,12,Thousands,Other vehicles,.10,.30,.00,.00,.00,.00,.00,.00,.00,.00,.00,.40,.00,.00
January 2015,2015,January,1,Thousands,Other vehicles,.10,.20,.00,.00,.00,.00,.00,.00,.00,.00,.00,.30,.00,.00
February 2015,2015,February,2,Thousands,Other vehicles,.10,.30,.00,.00,.00,.00,.00,.00,.00,.00,.00,.40,.00,.00
March 2015,2015,March,3,Thousands,Other vehicles,.10,.60,.00,.00,.00,.00,.00,.00,.00,.00,.00,.80,.00,.00
April 2015,2015,April,4,Thousands,Other vehicles,.10,.30,.00,.00,.00,.00,.00,.00,.00,.00,.00,.50,.00,.00
May 2015,2015,May,5,Thousands,Other vehicles,.10,.30,.00,.00,.00,.00,.00,.00,.00,.00,.00,.40,.00,.00
June 2015,2015,June,6,Thousands,Other vehicles,.10,.40,.00,.00,.00,.00,.00,.00,.00,.00,.00,.50,.00,.00
July 2015,2015,July,7,Thousands,Other vehicles,.10,.40,.00,.00,.00,.00,.00,.00,.00,.00,.00,.50,.00,.00
August 2015,2015,August,8,Thousands,Other vehicles,.10,.40,.00,.00,.00,.00,.00,.00,.00,.00,.00,.50,.00,.00
September 2015,2015,September,9,Thousands,Other vehicles,.10,.50,.00,.00,.00,.00,.00,.00,.00,.00,.00,.60,.00,.00
October 2015,2015,October,10,Thousands,Other vehicles,.10,.40,.00,.00,.00,.00,.00,.00,.00,.00,.00,.50,.00,.00
November 2015,2015,November,11,Thousands,Other vehicles,.10,.30,.00,.00,.00,.00,.00,.00,.00,.00,.00,.40,.00,.00
December 2015,2015,December,12,Thousands,Other vehicles,.10,.30,.00,.00,.00,.00,.00,.00,.00,.00,.00,.40,.00,.00
January 2016,2016,January,1,Thousands,Other vehicles,.10,.20,.00,.00,.00,.00,.00,.00,.00,.00,.00,.30,.00,.00
February 2016,2016,February,2,Thousands,Other vehicles,.10,.30,.00,.00,.00,.00,.00,.00,.00,.00,.00,.40,.00,.00
March 2016,2016,March,3,Thousands,Other vehicles,.20,.50,.00,.00,.00,.00,.00,.00,.00,.00,.00,.70,.00,.00
April 2016,2016,April,4,Thousands,Other vehicles,.10,.30,.00,.00,.00,.00,.00,.00,.00,.00,.00,.40,.00,.00
May 2016,2016,May,5,Thousands,Other vehicles,.10,.30,.00,.00,.00,.00,.00,.00,.00,.00,.00,.40,.00,.00
June 2016,2016,June,6,Thousands,Other vehicles,.10,.50,.00,.00,.00,.00,.00,.00,.00,.00,.00,.70,.00,.00
July 2016,2016,July,7,Thousands,Other vehicles,.10,.40,.00,.00,.00,.00,.00,.00,.00,.00,.00,.50,.00,.00
August 2016,2016,August,8,Thousands,Other vehicles,.10,.20,.00,.00,.00,.00,.00,.00,.00,.00,.00,.30,.00,.00
September 2016,2016,September,9,Thousands,Other vehicles,.10,.60,.00,.00,.00,.00,.00,.00,.00,.00,.00,.70,.00,.00
October 2016,2016,October,10,Thousands,Other vehicles,.10,.30,.00,.00,.00,.00,.00,.00,.00,.00,.00,.40,.00,.00
November 2016,2016,November,11,Thousands,Other vehicles,.10,.30,.00,.00,.00,.00,.00,.00,.00,.00,.00,.40,.00,.00
December 2016,2016,December,12,Thousands,Other vehicles,.10,.30,.00,.00,.00,.00,.00,.00,.00,.00,.00,.30,.00,.00
January 2017,2017,January,1,Thousands,Other vehicles,.10,.20,.00,.00,.00,.00,.00,.00,.00,.00,.00,.30,.00,.00
February 2017,2017,February,2,Thousands,Other vehicles,.00,.20,.00,.00,.00,.00,.00,.00,.00,.00,.00,.30,.00,.00
March 2017,2017,March,3,Thousands,Other vehicles,.10,1.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,1.10,.00,.00
April 2017,2017,April,4,Thousands,Other vehicles,.10,.20,.00,.00,.00,.00,.00,.00,.00,.00,.00,.30,.00,.00
May 2017,2017,May,5,Thousands,Other vehicles,.10,.30,.00,.00,.00,.00,.00,.00,.00,.00,.00,.40,.00,.00
June 2017,2017,June,6,Thousands,Other vehicles,.10,.40,.00,.00,.00,.00,.00,.00,.00,.00,.00,.50,.00,.00
July 2017,2017,July,7,Thousands,Other vehicles,.10,.20,.00,.00,.00,.00,.00,.00,.00,.00,.00,.30,.00,.00
August 2017,2017,August,8,Thousands,Other vehicles,.10,.30,.00,.00,.00,.00,.00,.00,.00,.00,.00,.40,.00,.00
September 2017,2017,September,9,Thousands,Other vehicles,.10,.50,.00,.00,.00,.00,.00,.00,.00,.00,.00,.60,.00,.00
October 2017,2017,October,10,Thousands,Other vehicles,.10,.30,.00,.00,.00,.00,.00,.00,.00,.00,.00,.40,.00,.00
November 2017,2017,November,11,Thousands,Other vehicles,.10,.40,.00,.00,.00,.00,.00,.00,.00,.00,.00,.50,.00,.00
December 2017,2017,December,12,Thousands,Other vehicles,.10,.50,.00,.00,.00,.00,.00,.00,.00,.00,.00,.60,.00,.00
January 2018,2018,January,1,Thousands,Other vehicles,.10,.20,.00,.00,.00,.00,.00,.00,.00,.00,.00,.30,.00,.00
February 2018,2018,February,2,Thousands,Other vehicles,.00,.10,.00,.00,.00,.00,.00,.00,.00,.00,.00,.20,.00,.00
March 2018,2018,March,3,Thousands,Other vehicles,.10,.40,.00,.00,.00,.00,.00,.10,.00,.00,.00,.60,.10,.00
April 2018,2018,April,4,Thousands,Other vehicles,.10,.20,.00,.00,.00,.00,.00,.10,.00,.00,.00,.30,.10,.00
May 2018,2018,May,5,Thousands,Other vehicles,.10,.30,.00,.00,.00,.00,.00,.10,.00,.00,.00,.50,.10,.00
June 2018,2018,June,6,Thousands,Other vehicles,.10,.20,.00,.00,.00,.00,.00,.10,.00,.00,.00,.40,.10,.00
July 2018,2018,July,7,Thousands,Other vehicles,.10,.20,.00,.00,.00,.00,.00,.10,.00,.00,.00,.40,.10,.00
August 2018,2018,August,8,Thousands,Other vehicles,.10,.20,.00,.00,.00,.00,.00,.10,.00,.00,.00,.30,.10,.00
September 2018,2018,September,9,Thousands,Other vehicles,.10,.30,.00,.00,.00,.00,.00,.10,.00,.00,.00,.50,.10,.00
October 2018,2018,October,10,Thousands,Other vehicles,.10,.20,.00,.00,.00,.00,.00,.20,.00,.00,.00,.50,.20,.00
November 2018,2018,November,11,Thousands,Other vehicles,.10,.20,.00,.00,.00,.00,.00,.20,.00,.00,.00,.50,.20,.00
December 2018,2018,December,12,Thousands,Other vehicles,.00,.20,.00,.00,.00,.00,.00,.20,.00,.00,.00,.40,.20,.00
January 2019,2019,January,1,Thousands,Other vehicles,.00,.20,.00,.00,.00,.00,.00,.10,.00,.00,.00,.30,.10,.00
February 2019,2019,February,2,Thousands,Other vehicles,.00,.20,.00,.00,.00,.00,.00,.10,.00,.00,.00,.30,.10,.00
March 2019,2019,March,3,Thousands,Other vehicles,.10,.40,.00,.00,.00,.00,.00,.20,.00,.00,.00,.80,.20,.00
April 2019,2019,April,4,Thousands,Other vehicles,.10,.20,.00,.00,.00,.00,.00,.20,.00,.00,.00,.40,.20,.00
May 2019,2019,May,5,Thousands,Other vehicles,.10,.30,.00,.00,.00,.00,.00,.20,.00,.00,.00,.60,.20,.00
June 2019,2019,June,6,Thousands,Other vehicles,.10,.30,.00,.00,.00,.00,.00,.20,.00,.00,.00,.50,.20,.00
July 2019,2019,July,7,Thousands,Other vehicles,.10,.20,.00,.00,.00,.00,.00,.20,.00,.00,.00,.50,.20,.00
August 2019,2019,August,8,Thousands,Other vehicles,.10,.20,.00,.00,.00,.00,.00,.10,.00,.00,.00,.40,.10,.00
September 2019,2019,September,9,Thousands,Other vehicles,.10,.20,.00,.00,.00,.00,.00,.30,.00,.00,.00,.60,.30,.00
October 2019,2019,October,10,Thousands,Other vehicles,.10,.20,.00,.00,.00,.00,.00,.20,.00,.00,.00,.60,.20,.00
November 2019,2019,November,11,Thousands,Other vehicles,.10,.40,.00,.00,.00,.00,.00,.30,.00,.00,.00,.70,.30,.00
December 2019,2019,December,12,Thousands,Other vehicles,.00,.20,.00,.00,.00,.00,.00,.10,.00,.00,.00,.40,.20,.00
January 2020,2020,January,1,Thousands,Other vehicles,.10,.10,.00,.00,.00,.00,.00,.20,.00,.00,.00,.40,.20,.00
February 2020,2020,February,2,Thousands,Other vehicles,.00,.20,.00,.00,.00,.00,.00,.10,.00,.00,.00,.30,.10,.00
March 2020,2020,March,3,Thousands,Other vehicles,.10,.30,.00,.00,.00,.00,.00,.20,.00,.00,.00,.60,.20,.00
April 2020,2020,April,4,Thousands,Other vehicles,.00,.10,.00,.00,.00,.00,.00,.00,.00,.00,.00,.20,.00,.00
May 2020,2020,May,5,Thousands,Other vehicles,.10,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.10,.00,.00
June 2020,2020,June,6,Thousands,Other vehicles,.10,.10,.00,.00,.00,.00,.00,.00,.00,.00,.00,.20,.00,.00
July 2020,2020,July,7,Thousands,Other vehicles,.10,.10,.00,.00,.00,.00,.00,.00,.00,.00,.00,.30,.10,.00
August 2020,2020,August,8,Thousands,Other vehicles,.10,.10,.00,.00,.00,.00,.00,.00,.00,.00,.00,.20,.00,.00
September 2020,2020,September,9,Thousands,Other vehicles,.10,.20,.00,.00,.00,.00,.00,.20,.00,.00,.00,.50,.20,.00
October 2020,2020,October,10,Thousands,Other vehicles,.10,.20,.00,.00,.00,.00,.00,.10,.00,.00,.00,.40,.10,.00
November 2020,2020,November,11,Thousands,Other vehicles,.10,.20,.00,.00,.00,.00,.00,.00,.00,.00,.00,.30,.00,.00
December 2020,2020,December,12,Thousands,Other vehicles,.10,.20,.00,.00,.00,.00,.00,.10,.00,.00,.00,.40,.10,.00
January 2021,2021,January,1,Thousands,Other vehicles,.00,.20,.00,.00,.00,.00,.00,.00,.00,.00,.00,.30,.00,.00
February 2021,2021,February,2,Thousands,Other vehicles,.10,.10,.00,.00,.00,.00,.00,.00,.00,.00,.00,.20,.00,.00
March 2021,2021,March,3,Thousands,Other vehicles,.10,.20,.00,.00,.00,.00,.00,.10,.00,.00,.00,.50,.10,.00
April 2021,2021,April,4,Thousands,Other vehicles,.10,.20,.00,.00,.00,.00,.00,.00,.00,.00,.00,.30,.00,.00
May 2021,2021,May,5,Thousands,Other vehicles,.10,.10,.00,.00,.00,.00,.00,.10,.00,.00,.00,.30,.10,.00
June 2021,2021,June,6,Thousands,Other vehicles,.10,.20,.00,.00,.00,.00,.00,.10,.00,.00,.00,.40,.10,.00
July 2021,2021,July,7,Thousands,Other vehicles,.10,.30,.00,.00,.00,.00,.00,.10,.00,.00,.00,.50,.10,.00
August 2021,2021,August,8,Thousands,Other vehicles,.10,.20,.00,.00,.00,.00,.00,.10,.00,.00,.00,.30,.10,.00
September 2021,2021,September,9,Thousands,Other vehicles,.10,.20,.00,.00,.00,.00,.00,.20,.00,.00,.00,.60,.20,.00
October 2021,2021,October,10,Thousands,Other vehicles,.10,.30,.00,.00,.00,.00,.00,.20,.00,.00,.00,.50,.20,.00
November 2021,2021,November,11,Thousands,Other vehicles,.10,.30,.00,.00,.00,.00,.00,.20,.00,.00,.00,.60,.20,.00
December 2021,2021,December,12,Thousands,Other vehicles,.10,.30,.00,.00,.00,.00,.00,.10,.00,.00,.00,.50,.10,.00
January 2022,2022,January,1,Thousands,Other vehicles,.00,.10,.00,.00,.00,.00,.00,.10,.00,.00,.00,.20,.10,.00
February 2022,2022,February,2,Thousands,Other vehicles,.00,.20,.00,.00,.00,.00,.00,.10,.00,.00,.00,.30,.10,.00
March 2022,2022,March,3,Thousands,Other vehicles,.10,.30,.00,.00,.00,.00,.00,.30,.00,.00,.00,.70,.30,.00
April 2022,2022,April,4,Thousands,Other vehicles,.10,.20,.00,.00,.00,.00,.00,.20,.00,.00,.00,.50,.20,.00
May 2022,2022,May,5,Thousands,Other vehicles,.10,.20,.00,.00,.00,.00,.00,.10,.00,.00,.00,.40,.10,.00
June 2022,2022,June,6,Thousands,Other vehicles,.10,.30,.00,.00,.00,.00,.00,.10,.00,.00,.00,.50,.10,.00
July 2022,2022,July,7,Thousands,Other vehicles,.10,.20,.00,.00,.00,.00,.00,.20,.00,.00,.00,.40,.20,.00
August 2022,2022,August,8,Thousands,Other vehicles,.10,.20,.00,.00,.00,.00,.00,.10,.00,.00,.00,.40,.10,.00
September 2022,2022,September,9,Thousands,Other vehicles,.10,.20,.00,.00,.00,.00,.00,.30,.00,.00,.00,.60,.30,.00
